Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,"Returned Refugees","Asylum Seekers",IDPs,"Returned IDPs",Stateless,HST,OOC
1991,-,Afghanistan,-,AFG,6306301,178270,0,0,0,0,0,0
1991,-,Albania,-,ALB,3542,220,0,0,0,0,0,0
1991,-,Algeria,-,DZA,55,0,0,0,0,0,0,0
1991,-,Angola,-,AGO,381638,35280,0,0,0,0,0,0
1991,-,Egypt,-,EGY,98,0,0,0,0,0,0,0
1991,-,Argentina,-,ARG,196,0,0,0,0,0,0,0
1991,-,Bahrain,-,BHR,52,0,0,0,0,0,0,0
1991,-,Burundi,-,BDI,223942,6580,0,0,0,0,0,0
1991,-,Bangladesh,-,BGD,613,0,0,0,0,0,0,0
1991,-,Bhutan,-,BTN,9504,0,0,0,0,0,0,0
1991,-,"Burkina Faso",-,BFA,6,0,0,0,0,0,0,0
1991,-,"Bolivia (Plurinational State of)",-,BOL,67,0,0,0,0,0,0,0
1991,-,Botswana,-,BWA,5,0,0,0,0,0,0,0
1991,-,Brazil,-,BRA,11,0,0,0,0,0,0,0
1991,-,Bulgaria,-,BGR,2733,0,0,0,0,0,0,0
1991,-,Cambodia,-,KHM,43166,70,0,0,0,0,0,0
1991,-,Canada,-,CAN,5,0,0,0,0,0,0,0
1991,-,"Central African Rep.",-,CAF,320,0,0,0,0,0,0,0
1991,-,Chad,-,TCD,72317,57370,0,0,0,0,0,0
1991,-,China,-,CHN,2011,0,0,0,0,0,0,0
1991,-,Chile,-,CHL,14006,230,0,0,0,0,0,0
1991,-,Congo,-,COG,5,0,0,0,0,0,0,0
1991,-,"Dem. Rep. of the Congo",-,COD,65816,0,0,0,0,0,0,0
1991,-,Colombia,-,COL,738,0,0,0,0,0,0,0
1991,-,Cuba,-,CUB,17614,80,0,0,0,0,0,0
1991,-,Czechia,-,CZE,4491,0,0,0,0,0,0,0
1991,-,Djibouti,-,DJI,10,0,0,0,0,0,0,0
1991,-,Ecuador,-,ECU,27,0,0,0,0,0,0,0
1991,-,"Equatorial Guinea",-,GNQ,60,0,0,0,0,0,0,0
1991,-,Eritrea,-,ERI,500633,0,0,0,0,0,0,0
1991,-,Ethiopia,-,ETH,251243,53840,0,0,0,0,0,0
1991,-,Gambia,-,GMB,16,0,0,0,0,0,0,0
1991,-,"State of Palestine",-,PSE,65177,0,0,0,0,0,0,0
1991,-,Germany,-,DEU,5,0,0,0,0,0,0,0
1991,-,Ghana,-,GHA,4702,0,0,0,0,0,0,0
1991,-,Guinea-Bissau,-,GNB,5006,0,0,0,0,0,0,0
1991,-,Greece,-,GRC,6,0,0,0,0,0,0,0
1991,-,Grenada,-,GRD,5,0,0,0,0,0,0,0
1991,-,Guatemala,-,GTM,52584,1750,0,0,0,0,0,0
1991,-,Haiti,-,HTI,1857,500,0,0,0,0,0,0
1991,-,Honduras,-,HND,21,0,0,0,0,0,0,0
1991,-,Hungary,-,HUN,4734,0,0,0,0,0,0,0
1991,-,"Cote d'Ivoire",-,CIV,15,0,0,0,0,0,0,0
1991,-,India,-,IND,406,0,0,0,0,0,0,0
1991,-,Indonesia,-,IDN,6164,540,0,0,0,0,0,0
1991,-,"Iran (Islamic Rep. of)",-,IRN,130366,380,0,0,0,0,0,0
1991,-,Iraq,-,IRQ,1321853,1336810,0,0,0,0,0,0
1991,-,Israel,-,ISR,28,0,0,0,0,0,0,0
1991,-,Jordan,-,JOR,114,0,0,0,0,0,0,0
1991,-,Kenya,-,KEN,31,0,0,0,0,0,0,0
1991,-,"Rep. of Korea",-,KOR,5,0,0,0,0,0,0,0
1991,-,Kuwait,-,KWT,49,0,0,0,0,0,0,0
1991,-,"Lao People's Dem. Rep.",-,LAO,122328,3081,0,0,0,0,0,0
1991,-,Liberia,-,LBR,673433,99970,0,0,0,0,0,0
1991,-,Libya,-,LBY,841,0,0,0,0,0,0,0
1991,-,Lebanon,-,LBN,8501,0,0,0,0,0,0,0
1991,-,Lesotho,-,LSO,5,0,0,0,0,0,0,0
1991,-,"Sri Lanka",-,LKA,209349,0,0,0,0,0,0,0
1991,-,Lithuania,-,LTU,5,0,0,0,0,0,0,0
1991,-,Mauritania,-,MRT,79874,1400,0,0,0,0,0,0
1991,-,Mali,-,MLI,14705,0,0,0,0,0,0,0
1991,-,Malaysia,-,MYS,5,0,0,0,0,0,0,0
1991,-,Malawi,-,MWI,50,0,0,0,0,0,0,0
1991,-,Morocco,-,MAR,46,0,0,0,0,0,0,0
1991,-,Mozambique,-,MOZ,1316635,340,0,0,0,0,0,0
1991,-,Myanmar,-,MMR,40052,0,0,0,0,0,0,0
1991,-,Namibia,-,NAM,204,250,0,0,0,0,0,0
1991,-,Nicaragua,-,NIC,46789,6100,0,0,0,0,0,0
1991,-,Nigeria,-,NGA,22,0,0,0,0,0,0,0
1991,-,Pakistan,-,PAK,523,0,0,0,0,0,0,0
1991,-,Panama,-,PAN,640,0,0,0,0,0,0,0
1991,-,Paraguay,-,PRY,8,0,0,0,0,0,0,0
1991,-,Peru,-,PER,473,0,0,0,0,0,0,0
1991,-,Philippines,-,PHL,15,0,0,0,0,0,0,0
1991,-,Poland,-,POL,21643,0,0,0,0,0,0,0
1991,-,Romania,-,ROU,27177,150,0,0,0,0,0,0
1991,-,"South Africa",-,ZAF,11205,4710,0,0,0,0,0,0
1991,-,"Russian Federation",-,RUS,155576,0,0,0,0,0,0,0
1991,-,Rwanda,-,RWA,431239,0,0,0,0,0,0,0
1991,-,"El Salvador",-,SLV,33048,2550,0,0,0,0,0,0
1991,-,Senegal,-,SEN,25137,0,0,0,0,0,0,0
1991,-,Seychelles,-,SYC,67,0,0,0,0,0,0,0
1991,-,"Sierra Leone",-,SLE,142614,0,0,0,0,0,0,0
1991,-,Somalia,-,SOM,732596,430,0,0,0,0,0,0
1991,-,"Serbia and Kosovo: S/RES/1244 (1999)",-,SRB,45826,7500,0,0,0,0,0,0
1991,-,"Viet Nam",-,VNM,498323,12623,0,0,0,0,0,0
1991,-,Stateless,-,XXA,38059,0,0,0,0,0,0,0
1991,-,Sudan,-,SDN,196242,370000,0,0,0,0,0,0
1991,-,Suriname,-,SUR,5921,630,0,0,0,0,0,0
1991,-,"Syrian Arab Rep.",-,SYR,3037,0,0,0,0,0,0,0
1991,-,"United Rep. of Tanzania",-,TZA,13,0,0,0,0,0,0,0
1991,-,Thailand,-,THA,29,0,0,0,0,0,0,0
1991,-,Tibetan,-,TIB,18800,0,0,0,0,0,0,0
1991,-,Togo,-,TGO,17,0,0,0,0,0,0,0
1991,-,Tunisia,-,TUN,61,0,0,0,0,0,0,0
1991,-,Türkiye,-,TUR,6452,0,0,0,0,0,0,0
1991,-,Uganda,-,UGA,39386,60,0,0,0,0,0,0
1991,-,"Unknown ",-,UNK,2247611,3010,0,0,0,0,0,0
1991,-,Uruguay,-,URY,601,0,0,0,0,0,0,0
1991,-,"United States of America",-,USA,8,0,0,0,0,0,0,0
1991,-,"Western Sahara",-,ESH,165000,0,0,0,0,0,0,0
1991,-,Yemen,-,YEM,74,0,0,0,0,0,0,0
1991,-,Zimbabwe,-,ZWE,128,0,0,0,0,0,0,0
1992,-,Afghanistan,-,AFG,4552153,1576933,0,0,0,0,0,0
1992,-,Albania,-,ALB,4355,230,0,0,0,0,0,0
1992,-,Algeria,-,DZA,69,0,0,0,0,0,0,0
1992,-,Angola,-,AGO,300494,84780,0,0,0,0,0,0
1992,-,Egypt,-,EGY,210,0,0,0,0,0,0,0
1992,-,Argentina,-,ARG,111,0,0,0,0,0,0,0
1992,-,Armenia,-,ARM,195000,0,0,0,0,0,0,0
1992,-,Azerbaijan,-,AZE,300000,0,0,0,0,0,0,0
1992,-,Bahrain,-,BHR,53,0,0,0,0,0,0,0
1992,-,Burundi,-,BDI,184129,48250,0,0,0,0,0,0
1992,-,Bangladesh,-,BGD,53921,0,0,0,0,0,0,0
1992,-,Bhutan,-,BTN,75442,0,0,0,0,0,0,0
1992,-,"Burkina Faso",-,BFA,61,0,0,0,0,0,0,0
1992,-,"Bolivia (Plurinational State of)",-,BOL,28,0,0,0,0,0,0,0
1992,-,Botswana,-,BWA,5,0,0,0,0,0,0,0
1992,-,Brazil,-,BRA,11,0,0,0,0,0,0,0
1992,-,"Bosnia and Herzegovina",-,BIH,437501,10300,0,0,0,0,0,0
1992,-,Bulgaria,-,BGR,2980,0,0,0,0,0,0,0
1992,-,Cambodia,-,KHM,28849,8850,0,0,0,0,0,0
1992,-,Canada,-,CAN,5,0,0,0,0,0,0,0
1992,-,"Central African Rep.",-,CAF,325,0,0,0,0,0,0,0
1992,-,Chad,-,TCD,66378,9810,0,0,0,0,0,0
1992,-,China,-,CHN,82576,2460,0,0,0,0,0,0
1992,-,Chile,-,CHL,14042,287,0,0,0,0,0,0
1992,-,Cameroon,-,CMR,84,0,0,0,0,0,0,0
1992,-,Congo,-,COG,7,0,0,0,0,0,0,0
1992,-,"Dem. Rep. of the Congo",-,COD,81269,15260,0,0,0,0,0,0
1992,-,Colombia,-,COL,841,70,0,0,0,0,0,0
1992,-,"Costa Rica",-,CRI,5,0,0,0,0,0,0,0
1992,-,Cuba,-,CUB,21273,0,0,0,0,0,0,0
1992,-,Czechia,-,CZE,3327,0,0,0,0,0,0,0
1992,-,Djibouti,-,DJI,10,0,0,0,0,0,0,0
1992,-,Ecuador,-,ECU,38,0,0,0,0,0,0,0
1992,-,"Equatorial Guinea",-,GNQ,115,0,0,0,0,0,0,0
1992,-,Eritrea,-,ERI,503200,70000,0,0,0,0,0,0
1992,-,Estonia,-,EST,59,0,0,0,0,0,0,0
1992,-,Ethiopia,-,ETH,313131,11995,0,0,0,0,0,0
1992,-,"French Guiana",-,GUF,5,0,0,0,0,0,0,0
1992,-,Fiji,-,FJI,19,0,0,0,0,0,0,0
1992,-,Gabon,-,GAB,17,0,0,0,0,0,0,0
1992,-,Gambia,-,GMB,25,0,0,0,0,0,0,0
1992,-,"State of Palestine",-,PSE,95343,0,0,0,0,0,0,0
1992,-,Germany,-,DEU,5,0,0,0,0,0,0,0
1992,-,Ghana,-,GHA,4776,5,0,0,0,0,0,0
1992,-,Guinea-Bissau,-,GNB,5006,0,0,0,0,0,0,0
1992,-,Guatemala,-,GTM,53940,2020,0,0,0,0,0,0
1992,-,Guinea,-,GIN,16,0,0,0,0,0,0,0
1992,-,Haiti,-,HTI,2483,5300,0,0,0,0,0,0
1992,-,Honduras,-,HND,41,0,0,0,0,0,0,0
1992,-,Croatia,-,HRV,168570,29360,0,0,0,0,0,0
1992,-,Hungary,-,HUN,3994,0,0,0,0,0,0,0
1992,-,"Cote d'Ivoire",-,CIV,37,0,0,0,0,0,0,0
1992,-,India,-,IND,1021,0,0,0,0,0,0,0
1992,-,Indonesia,-,IDN,6829,0,0,0,0,0,0,0
1992,-,"Iran (Islamic Rep. of)",-,IRN,128781,2677,0,0,0,0,0,0
1992,-,Iraq,-,IRQ,1343824,17800,0,0,0,0,0,0
1992,-,Israel,-,ISR,37,0,0,0,0,0,0,0
1992,-,Jordan,-,JOR,183,0,0,0,0,0,0,0
1992,-,Kenya,-,KEN,61,5,0,0,0,0,0,0
1992,-,"Rep. of Korea",-,KOR,5,0,0,0,0,0,0,0
1992,-,Kuwait,-,KWT,77,0,0,0,0,0,0,0
1992,-,"Lao People's Dem. Rep.",-,LAO,96158,4657,0,0,0,0,0,0
1992,-,Liberia,-,LBR,520914,80920,0,0,0,0,0,0
1992,-,Libya,-,LBY,687,0,0,0,0,0,0,0
1992,-,Lebanon,-,LBN,10257,0,0,0,0,0,0,0
1992,-,"Sri Lanka",-,LKA,128115,29100,0,0,0,0,0,0
1992,-,Lithuania,-,LTU,10,0,0,0,0,0,0,0
1992,-,Latvia,-,LVA,5,0,0,0,0,0,0,0
1992,-,Mauritania,-,MRT,79594,490,0,0,0,0,0,0
1992,-,Mali,-,MLI,71190,0,0,0,0,0,0,0
1992,-,Malaysia,-,MYS,5,0,0,0,0,0,0,0
1992,-,Malawi,-,MWI,50,0,0,0,0,0,0,0
1992,-,Morocco,-,MAR,92,0,0,0,0,0,0,0
1992,-,Mozambique,-,MOZ,1445474,158797,0,0,0,0,0,0
1992,-,Myanmar,-,MMR,245127,8530,0,0,0,0,0,0
1992,-,Namibia,-,NAM,17,140,0,0,0,0,0,0
1992,-,Niger,-,NER,22006,0,0,0,0,0,0,0
1992,-,Nicaragua,-,NIC,44275,2040,0,0,0,0,0,0
1992,-,Nigeria,-,NGA,75,0,0,0,0,0,0,0
1992,-,Pakistan,-,PAK,1088,5,0,0,0,0,0,0
1992,-,Panama,-,PAN,652,0,0,0,0,0,0,0
1992,-,Paraguay,-,PRY,10,0,0,0,0,0,0,0
1992,-,Peru,-,PER,727,0,0,0,0,0,0,0
1992,-,Philippines,-,PHL,45,0,0,0,0,0,0,0
1992,-,Poland,-,POL,14518,0,0,0,0,0,0,0
1992,-,Romania,-,ROU,25118,0,0,0,0,0,0,0
1992,-,"South Africa",-,ZAF,9241,2173,0,0,0,0,0,0
1992,-,"Russian Federation",-,RUS,213802,0,0,0,0,0,0,0
1992,-,Rwanda,-,RWA,434731,140,0,0,0,0,0,0
1992,-,"El Salvador",-,SLV,30854,2910,0,0,0,0,0,0
1992,-,Senegal,-,SEN,15463,710,0,0,0,0,0,0
1992,-,Seychelles,-,SYC,52,7,0,0,0,0,0,0
1992,-,"Sierra Leone",-,SLE,253591,12980,0,0,0,0,0,0
1992,-,Somalia,-,SOM,812196,4918,0,0,0,0,0,0
1992,-,"Serbia and Kosovo: S/RES/1244 (1999)",-,SRB,90081,3500,0,0,0,0,0,0
1992,-,"Viet Nam",-,VNM,517111,17030,0,0,0,0,0,0
1992,-,Stateless,-,XXA,34202,0,0,0,0,0,0,0
1992,-,Sudan,-,SDN,267767,4130,0,0,0,0,0,0
1992,-,Suriname,-,SUR,2545,4580,0,0,0,0,0,0
1992,-,"Syrian Arab Rep.",-,SYR,4408,0,0,0,0,0,0,0
1992,-,"United Rep. of Tanzania",-,TZA,19,0,0,0,0,0,0,0
1992,-,Thailand,-,THA,33,0,0,0,0,0,0,0
1992,-,Tibetan,-,TIB,19800,0,0,0,0,0,0,0
1992,-,Tajikistan,-,TJK,60008,0,0,0,0,0,0,0
1992,-,Togo,-,TGO,105,0,0,0,0,0,0,0
1992,-,Tunisia,-,TUN,88,0,0,0,0,0,0,0
1992,-,Türkiye,-,TUR,10089,0,0,0,0,0,0,0
1992,-,Uganda,-,UGA,32456,4990,0,0,0,0,0,0
1992,-,"Unknown ",-,UNK,3118505,3900,0,0,0,0,0,0
1992,-,Ukraine,-,UKR,39,0,0,0,0,0,0,0
1992,-,Uruguay,-,URY,431,0,0,0,0,0,0,0
1992,-,"United States of America",-,USA,8,0,0,0,0,0,0,0
1992,-,"Venezuela (Bolivarian Republic of)",-,VEN,5,0,0,0,0,0,0,0
1992,-,"Western Sahara",-,ESH,165000,0,0,0,0,0,0,0
1992,-,Yemen,-,YEM,31,0,0,0,0,0,0,0
1992,-,Zambia,-,ZMB,1990,0,0,0,0,0,0,0
1992,-,Zimbabwe,-,ZWE,8,0,0,0,0,0,0,0
1993,-,Afghanistan,-,AFG,3374575,1881,0,15000,0,0,0,0
1993,-,Albania,-,ALB,4747,0,0,0,0,0,0,0
1993,-,Algeria,-,DZA,84,0,0,0,0,0,0,0
1993,-,Angola,-,AGO,323822,1318,0,88000,0,0,0,0
1993,-,Egypt,-,EGY,257,0,0,0,0,0,0,0
1993,-,Argentina,-,ARG,97,0,0,0,0,0,0,0
1993,-,Armenia,-,ARM,200116,0,0,77000,0,0,0,0
1993,-,Azerbaijan,-,AZE,328005,0,0,778000,0,0,0,0
1993,-,Bahrain,-,BHR,59,0,0,0,0,0,0,0
1993,-,Burundi,-,BDI,871376,6354,0,0,0,0,0,0
1993,-,Benin,-,BEN,62,0,0,0,0,0,0,0
1993,-,Bangladesh,-,BGD,57154,0,0,0,0,0,0,0
1993,-,Bhutan,-,BTN,85334,0,0,0,0,0,0,0
1993,-,"Burkina Faso",-,BFA,61,0,0,0,0,0,0,0
1993,-,"Bolivia (Plurinational State of)",-,BOL,40,0,0,0,0,0,0,0
1993,-,Botswana,-,BWA,5,0,0,0,0,0,0,0
1993,-,Brazil,-,BRA,9,0,0,0,0,0,0,0
1993,-,"Bosnia and Herzegovina",-,BIH,618428,0,0,1290000,0,0,0,0
1993,-,Bulgaria,-,BGR,3157,0,0,0,0,0,0,0
1993,-,Cambodia,-,KHM,9751,5217,0,0,0,0,0,0
1993,-,Canada,-,CAN,5,0,0,0,0,0,0,0
1993,-,"Central African Rep.",-,CAF,309,26,0,0,0,0,0,0
1993,-,Chad,-,TCD,212923,6343,0,0,0,0,0,0
1993,-,China,-,CHN,111507,8,0,0,0,0,0,0
1993,-,Chile,-,CHL,15265,1784,0,0,0,0,0,0
1993,-,Cameroon,-,CMR,170,0,0,0,0,0,0,0
1993,-,Congo,-,COG,7,0,0,0,0,0,0,0
1993,-,"Dem. Rep. of the Congo",-,COD,74817,120,0,0,0,0,0,0
1993,-,Colombia,-,COL,1040,5,0,0,0,0,0,0
1993,-,"Costa Rica",-,CRI,5,0,0,0,0,0,0,0
1993,-,Cuba,-,CUB,22409,0,0,0,0,0,0,0
1993,-,Cyprus,-,CYP,0,0,0,265000,0,0,0,0
1993,-,Czechia,-,CZE,5017,0,0,0,0,0,0,0
1993,-,Djibouti,-,DJI,36,0,0,0,0,0,0,0
1993,-,Ecuador,-,ECU,48,0,0,0,0,0,0,0
1993,-,"Equatorial Guinea",-,GNQ,214,7,0,0,0,0,0,0
1993,-,Eritrea,-,ERI,427208,0,0,0,0,0,0,0
1993,-,Estonia,-,EST,95,0,0,0,0,0,0,0
1993,-,Ethiopia,-,ETH,251828,56613,0,0,0,0,0,0
1993,-,"French Guiana",-,GUF,5,0,0,0,0,0,0,0
1993,-,Fiji,-,FJI,89,0,0,0,0,0,0,0
1993,-,Gabon,-,GAB,17,0,0,0,0,0,0,0
1993,-,Gambia,-,GMB,27,0,0,0,0,0,0,0
1993,-,"State of Palestine",-,PSE,81472,0,0,0,0,0,0,0
1993,-,Georgia,-,GEO,6010,0,0,260000,0,0,0,0
1993,-,Germany,-,DEU,8,0,0,0,0,0,0,0
1993,-,Ghana,-,GHA,4471,17,0,0,0,0,0,0
1993,-,Guinea-Bissau,-,GNB,5006,0,0,0,0,0,0,0
1993,-,Guatemala,-,GTM,50265,5093,0,0,0,0,0,0
1993,-,Guinea,-,GIN,27,0,0,0,0,0,0,0
1993,-,Haiti,-,HTI,3861,1954,0,0,0,0,0,0
1993,-,Honduras,-,HND,450,11,0,0,0,0,0,0
1993,-,Croatia,-,HRV,151689,0,0,344000,0,0,0,0
1993,-,Hungary,-,HUN,5014,0,0,0,0,0,0,0
1993,-,"Cote d'Ivoire",-,CIV,41,0,0,0,0,0,0,0
1993,-,India,-,IND,1491,0,0,0,0,0,0,0
1993,-,Indonesia,-,IDN,7925,232,0,0,0,0,0,0
1993,-,"Iran (Islamic Rep. of)",-,IRN,115516,68,0,0,0,0,0,0
1993,-,Iraq,-,IRQ,771074,11,0,0,0,0,0,0
1993,-,Israel,-,ISR,114,0,0,0,0,0,0,0
1993,-,Jamaica,-,JAM,5,0,0,0,0,0,0,0
1993,-,Jordan,-,JOR,239,0,0,0,0,0,0,0
1993,-,Kenya,-,KEN,83,0,0,0,0,0,0,0
1993,-,"Rep. of Korea",-,KOR,5,0,0,0,0,0,0,0
1993,-,Kuwait,-,KWT,91,0,0,0,0,0,0,0
1993,-,"Lao People's Dem. Rep.",-,LAO,74500,4202,0,0,0,0,0,0
1993,-,Liberia,-,LBR,704048,16291,0,0,0,0,0,0
1993,-,Libya,-,LBY,595,0,0,0,0,0,0,0
1993,-,Lebanon,-,LBN,10629,0,0,0,0,0,0,0
1993,-,Lesotho,-,LSO,55,5,0,0,0,0,0,0
1993,-,"Sri Lanka",-,LKA,91837,59,0,29400,0,0,0,0
1993,-,Lithuania,-,LTU,15,0,0,0,0,0,0,0
1993,-,Latvia,-,LVA,5,0,0,0,0,0,0,0
1993,-,Mauritania,-,MRT,67887,998,0,0,0,0,0,0
1993,-,"North Macedonia",-,MKD,1895,0,0,0,0,0,0,0
1993,-,"Rep. of Moldova",-,MDA,5,0,0,0,0,0,0,0
1993,-,Mali,-,MLI,98575,0,0,0,0,0,0,0
1993,-,Malaysia,-,MYS,5,0,0,0,0,0,0,0
1993,-,Malawi,-,MWI,43,0,0,0,0,0,0,0
1993,-,Morocco,-,MAR,105,0,0,0,0,0,0,0
1993,-,Mozambique,-,MOZ,1172548,604386,0,0,0,0,0,0
1993,-,Myanmar,-,MMR,281571,46129,0,0,0,0,0,0
1993,-,Namibia,-,NAM,133,12,0,0,0,0,0,0
1993,-,Niger,-,NER,22306,0,0,0,0,0,0,0
1993,-,Nicaragua,-,NIC,33056,368,0,0,0,0,0,0
1993,-,Nigeria,-,NGA,95,0,0,0,0,0,0,0
1993,-,Pakistan,-,PAK,1420,0,0,0,0,0,0,0
1993,-,Panama,-,PAN,677,0,0,0,0,0,0,0
1993,-,Paraguay,-,PRY,15,0,0,0,0,0,0,0
1993,-,Peru,-,PER,1967,12,0,0,0,0,0,0
1993,-,Philippines,-,PHL,111,0,0,0,0,0,0,0
1993,-,Poland,-,POL,13385,0,0,0,0,0,0,0
1993,-,Romania,-,ROU,23566,0,0,0,0,0,0,0
1993,-,"South Africa",-,ZAF,9087,421,0,0,0,0,0,0
1993,-,"Russian Federation",-,RUS,243312,0,0,0,0,0,0,0
1993,-,Rwanda,-,RWA,450459,305,0,0,0,0,0,0
1993,-,"El Salvador",-,SLV,26125,646,0,0,0,0,0,0
1993,-,"Saudi Arabia",-,SAU,5,0,0,0,0,0,0,0
1993,-,Senegal,-,SEN,22594,1098,0,0,0,0,0,0
1993,-,Seychelles,-,SYC,27,0,0,0,0,0,0,0
1993,-,"Sierra Leone",-,SLE,311181,2889,0,532000,0,0,0,0
1993,-,Somalia,-,SOM,574612,66608,0,0,0,0,0,0
1993,-,"Serbia and Kosovo: S/RES/1244 (1999)",-,SRB,58255,0,0,0,0,0,0,0
1993,-,"Viet Nam",-,VNM,527625,19231,0,0,0,0,0,0
1993,-,Stateless,-,XXA,28594,0,0,0,0,0,0,0
1993,-,Sudan,-,SDN,393868,7644,0,0,0,0,0,0
1993,-,Suriname,-,SUR,894,0,0,0,0,0,0,0
1993,-,Slovenia,-,SVN,28429,0,0,0,0,0,0,0
1993,-,"Syrian Arab Rep.",-,SYR,5412,0,0,0,0,0,0,0
1993,-,"United Rep. of Tanzania",-,TZA,32,0,0,0,0,0,0,0
1993,-,Thailand,-,THA,33,0,0,0,0,0,0,0
1993,-,Tibetan,-,TIB,21132,0,0,0,0,0,0,0
1993,-,Tajikistan,-,TJK,70108,0,0,520000,0,0,0,0
1993,-,Togo,-,TGO,291055,377,0,0,0,0,0,0
1993,-,Tunisia,-,TUN,106,5,0,0,0,0,0,0
1993,-,Türkiye,-,TUR,16767,0,0,0,0,0,0,0
1993,-,Uganda,-,UGA,33406,1146,0,0,0,0,0,0
1993,-,"Unknown ",-,UNK,2239029,676,743601,0,0,0,0,0
1993,-,Ukraine,-,UKR,133,0,0,0,0,0,0,0
1993,-,Uruguay,-,URY,164,0,0,0,0,0,0,0
1993,-,"United States of America",-,USA,10,0,0,0,0,0,0,0
1993,-,"Venezuela (Bolivarian Republic of)",-,VEN,135,0,0,0,0,0,0,0
1993,-,"Western Sahara",-,ESH,165000,0,0,0,0,0,0,0
1993,-,Yemen,-,YEM,37,0,0,0,0,0,0,0
1993,-,Zambia,-,ZMB,1573,464,0,0,0,0,0,0
1993,-,Zimbabwe,-,ZWE,14,0,0,0,0,0,0,0
1994,-,Afghanistan,-,AFG,2731166,329327,0,332200,0,0,0,0
1994,-,Albania,-,ALB,5021,5,0,0,0,0,0,0
1994,-,Algeria,-,DZA,20744,0,0,0,0,0,0,0
1994,-,Angola,-,AGO,282570,48,0,303800,0,0,0,0
1994,-,Egypt,-,EGY,501,0,0,0,0,0,0,0
1994,-,Argentina,-,ARG,467,0,0,0,0,0,0,0
1994,-,Armenia,-,ARM,201837,0,0,72000,0,0,0,0
1994,-,Austria,-,AUT,60,0,0,0,0,0,0,0
1994,-,Azerbaijan,-,AZE,299092,29000,0,663100,0,0,0,0
1994,-,Bahrain,-,BHR,74,0,0,0,0,0,0,0
1994,-,Barbados,-,BRB,5,0,0,0,0,0,0,0
1994,-,Burundi,-,BDI,389698,271087,0,89900,0,0,0,0
1994,-,Benin,-,BEN,72,0,0,0,0,0,0,0
1994,-,Bangladesh,-,BGD,56196,0,0,0,0,0,0,0
1994,-,Bhutan,-,BTN,103270,0,0,0,0,0,0,0
1994,-,"Burkina Faso",-,BFA,69,5,0,0,0,0,0,0
1994,-,Belarus,-,BLR,37,0,0,0,0,0,0,0
1994,-,"Bolivia (Plurinational State of)",-,BOL,177,0,0,0,0,0,0,0
1994,-,Botswana,-,BWA,22,0,0,0,0,0,0,0
1994,-,Brazil,-,BRA,41,5,0,0,0,0,0,0
1994,-,"Bosnia and Herzegovina",-,BIH,776090,101,0,1282600,0,0,0,0
1994,-,Bulgaria,-,BGR,4692,0,0,0,0,0,0,0
1994,-,Belize,-,BLZ,8,0,0,0,0,0,0,0
1994,-,Cambodia,-,KHM,8536,40,0,124100,0,0,0,0
1994,-,Canada,-,CAN,5,0,0,0,0,0,0,0
1994,-,"Central African Rep.",-,CAF,264,12,0,0,0,0,0,0
1994,-,Chad,-,TCD,211968,384,0,0,0,0,0,0
1994,-,China,-,CHN,113908,0,0,0,0,0,0,0
1994,-,Chile,-,CHL,15475,1944,0,0,0,0,0,0
1994,-,Cameroon,-,CMR,236,0,0,0,0,0,0,0
1994,-,Congo,-,COG,33,6,0,0,0,0,0,0
1994,-,"Dem. Rep. of the Congo",-,COD,73279,509,0,0,0,0,0,0
1994,-,Comoros,-,COM,5,0,0,0,0,0,0,0
1994,-,Colombia,-,COL,1361,17,0,0,0,0,0,0
1994,-,"Costa Rica",-,CRI,222,0,0,0,0,0,0,0
1994,-,Cuba,-,CUB,23320,5,0,0,0,0,0,0
1994,-,Cyprus,-,CYP,6,0,0,265000,0,0,0,0
1994,-,Czechia,-,CZE,4650,0,0,0,0,0,0,0
1994,-,Denmark,-,DNK,11,0,0,0,0,0,0,0
1994,-,Djibouti,-,DJI,18065,0,0,0,0,0,0,0
1994,-,"Dominican Rep.",-,DOM,30,0,0,0,0,0,0,0
1994,-,Ecuador,-,ECU,174,0,0,0,0,0,0,0
1994,-,"Equatorial Guinea",-,GNQ,340,0,0,0,0,0,0,0
1994,-,Eritrea,-,ERI,422432,8774,0,0,0,0,0,0
1994,-,Estonia,-,EST,296,0,0,0,0,0,0,0
1994,-,Ethiopia,-,ETH,226429,39657,0,0,0,0,0,0
1994,-,"French Guiana",-,GUF,5,0,0,0,0,0,0,0
1994,-,Fiji,-,FJI,156,0,0,0,0,0,0,0
1994,-,France,-,FRA,20,0,0,0,0,0,0,0
1994,-,Gabon,-,GAB,22,0,0,0,0,0,0,0
1994,-,Gambia,-,GMB,24,0,0,0,0,0,0,0
1994,-,"State of Palestine",-,PSE,82559,10,0,0,0,0,0,0
1994,-,"United Kingdom of Great Britain and Northern Ireland",-,GBR,106,0,0,0,0,0,0,0
1994,-,Georgia,-,GEO,5114,1000,0,280000,0,0,0,0
1994,-,Germany,-,DEU,449,0,0,0,0,0,0,0
1994,-,Ghana,-,GHA,14284,11,0,174400,0,0,0,0
1994,-,Guinea-Bissau,-,GNB,5011,0,0,0,0,0,0,0
1994,-,Greece,-,GRC,93,0,0,0,0,0,0,0
1994,-,Grenada,-,GRD,5,0,0,0,0,0,0,0
